id,ad_group_id,ad_group_name,campaign_id,campaign_name,match_type,keyword,clicks,conversions,cost,impressions,ctr,average_cpm,interactions,created_at,updated_at,created_by,updated_by
5097,158143959728,Non_Sugical_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,non operative pain management,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5098,158143959728,Non_Sugical_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,non operative spine care,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5099,158143959728,Non_Sugical_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,non operative spine treatment,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5100,158143959728,Non_Sugical_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,non surgical treatment for si joint pain,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5101,158143959728,Non_Sugical_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,non surgical cervical decompression,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5102,158143959768,Physiotherapy_Clinic_Exact,20461647350,BI_Search_Injection_Aug'23,BROAD,surgical,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5103,158143959768,Physiotherapy_Clinic_Exact,20461647350,BI_Search_Injection_Aug'23,BROAD,back,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5104,158143959768,Physiotherapy_Clinic_Exact,20461647350,BI_Search_Injection_Aug'23,BROAD,disc,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5105,158143959768,Physiotherapy_Clinic_Exact,20461647350,BI_Search_Injection_Aug'23,BROAD,knee,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5106,158143959768,Physiotherapy_Clinic_Exact,20461647350,BI_Search_Injection_Aug'23,BROAD,spine,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
