id,account_id,account_name,ad_group_id,ad_id,ad_group_name,campaign_resource_name,campaign_id,campaign_name,campaign_start_date,campaign_end_date,clicks,conversions,cost,impressions,ctr,cost_per_conversion,average_cost,average_cpc,conversions_from_interactions_rate,created_at,updated_at,created_by,updated_by,campaign_date,load_source_key
37,1580734935,Nivaancare,154351384021,686978480326,Nivaan,customers/1580734935/campaigns/20924202431,20924202431,BI_Search_Brand_Jan24,2024-01-07,2037-12-30,30,0.0,496.0,91,0.32967032967032966,0.0,16516666.666666666,16516666.666666666,0.0,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~154351384021~686978480326~20924202431~2024-03-14
38,1580734935,Nivaancare,156269284276,683078900146,Kypho_Broad,customers/1580734935/campaigns/20817087051,20817087051,BI_Search_MISS_Nov23,2023-12-01,2037-12-30,4,0.0,180.0,72,0.05555555555555555,0.0,45015000.0,45015000.0,0.0,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~156269284276~683078900146~20817087051~2024-03-14
39,1580734935,Nivaancare,156269284316,684440655531,Endo_Discectomy_Broad,customers/1580734935/campaigns/20817087051,20817087051,BI_Search_MISS_Nov23,2023-12-01,2037-12-30,11,0.0,637.0,197,0.05583756345177665,0.0,57901818.18181818,57901818.18181818,0.0,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~156269284316~684440655531~20817087051~2024-03-14
40,1580734935,Nivaancare,156269284476,683078900152,RFA_Broad,customers/1580734935/campaigns/20817087054,20817087054,BI_Search_RFA_Oct23,2023-12-01,2037-12-30,11,0.0,588.0,190,0.05789473684210526,0.0,53483636.36363637,53483636.36363637,0.0,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~156269284476~683078900152~20817087054~2024-03-14
41,1580734935,Nivaancare,156269284516,683078900155,Prolotherapy_Broad,customers/1580734935/campaigns/20817087057,20817087057,BI_Search_STR_Nov23,2023-12-01,2037-12-30,2,0.0,132.0,47,0.0425531914893617,0.0,66150000.0,66150000.0,0.0,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~156269284516~683078900155~20817087057~2024-03-14
42,1580734935,Nivaancare,156269284556,683078900158,Knee_Injection_Broad,customers/1580734935/campaigns/20817087057,20817087057,BI_Search_STR_Nov23,2023-12-01,2037-12-30,14,0.0,402.0,219,0.0639269406392694,0.0,28681428.57142857,28681428.57142857,0.0,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~156269284556~683078900158~20817087057~2024-03-14
43,1580734935,Nivaancare,156339751178,679575458850,Nerve_Block_Broad,customers/1580734935/campaigns/20749016131,20749016131,BI_Search_NerveBlock_Nov23,2023-11-04,2037-12-30,18,1.5,611.0,533,0.03377110694183865,407526666.6666667,33960555.55555555,33960555.55555555,0.08333333333333333,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~156339751178~679575458850~20749016131~2024-03-14
44,1580734935,Nivaancare,156375834956,683479134196,PRP_Broad,customers/1580734935/campaigns/20839213192,20839213192,BI_Search_PRP_Dec23,2023-12-05,2037-12-30,9,0.0,351.0,116,0.07758620689655173,0.0,39041111.11111111,39041111.11111111,0.0,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~156375834956~683479134196~20839213192~2024-03-14
45,1580734935,Nivaancare,156712256062,692179865437,Youtube_Video_Conversion,customers/1580734935/campaigns/21060072422,21060072422,BI_Youtube_Leads_Feb24,2024-02-28,2037-12-30,90,1.0,983.0,23952,0.00375751503006012,983141921.0,139235.50786007647,10923799.122222222,0.000141622999575131,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~156712256062~692179865437~21060072422~2024-03-14
46,1580734935,Nivaancare,156717475599,686713967652,Spine_Generic,customers/1580734935/campaigns/20912750595,20912750595,BI_Search_BackPain_Jan24,2024-01-05,2037-12-30,8,0.0,160.0,607,0.013179571663920923,0.0,19982500.0,19982500.0,0.0,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~156717475599~686713967652~20912750595~2024-03-14
